id,name,city,address_1,address_2,lat,lon
21302352,"BT Infinity Lab @ TechHub Old Street","London","2nd Floor, 207 Old Street, EC1V 9NR",,51.525841,-0.089153
21344142,"The White Cross","Richmond TW9 1TH","Riverside",,51.45813,-0.306317
21376342,"Salesforce London Office - 26th / 27th Floors, Salesforce Tower","London","110 Bishopsgate, London. EC2N 4AY",,51.516247,-0.080935
21438932,"Facebook London","London","Brock Street NW1 3FG",,0,0
21634102,"GoCardless","London","338-346 Goswell Road","EC1V 7LQ",51.53071,-0.103844
21640892,"Online Webinar","Online","Online",,51.462582,-0.074072
216428,"the two chairmen","London","1 Warwick House Street",,51.50755,-0.130081
21793942,"The Screening Room","WC2R 1LA","Somerset House",,51.510742,-0.11695
21879322,"BSkyB","TW7 5QD","Grant Way",,51.4849,-0.323831
21888172,"DotMailer","London","No.1 London Bridge London SE1 9BG",,51.506554,-0.087596
21903932,"London Metropolitan University","London, N7 8DB","Room TM1-83, Tower Building, 166-220 Holloway Road",,51.55183,-0.110248
22046382,"Equal Experts","London","30 Brock Street, NW1 3FG",,51.533401,-0.14602
22083142,"1 Matthews yard","Croydon"," CR0 1FF",,51.372154,-0.10119
22085302,"Hackney Pirates Ship of Adventures","London","138 Kingsland High Street E8 2NS ",,51.549286,-0.074987
22110142,"Queen Mary University","London","Bancroft Road Teaching Rooms, Bancroft Road, Mile End, E1 4NS",,51.523418,-0.040544
22114192,"Wonga","London","Floor 4, Greater London House, Hampstead Road, NW1 7EJ",,51.533451,-0.13963
22177322,"University College London, 26 Bedford Way","London","WC1H 0DS",,51.526333,-0.130853
22181102,"The Joker (Upstairs)","London","58 Penton St London N1 9PZ",,51.533508,-0.111224
22181102,"The Joker (Upstairs)","London","58 Penton St London N1 9PZ",,51.53351,-0.111224
22197232,"The Village Hall, Shoreditch","London","33 Hoxton Square, N1 6NN",,51.527618,-0.080601
22203302,"Argos Digital Hub","London","279 Vauxhall Bridge Road, SW1V 1EJ",,51.493912,-0.140851
22203802,"JD Weatherspoon","London","1 Poultry, Bank Station Exit 9, EC2R 8EJ",,51.513264,-0.090875
2238231,"Hoxton Grill","London","81 Great Eastern Stree",,51.525631,-0.082742
22393462,"Flavors of India","TW3 1RH","11-13 High Street",,51.470402,-0.354716
22394032,"BBC New Broadcasting House","London","Portland Place, London, W1A 1AA",,51.51857,-0.143811
22417522,"Linux Recruit, 2-6 Boundary Row","SE1 8HP","London",,51.502064,-0.105824
22424772,"Kings Place","London","90 York Way, London, N1 9AG, GB",,51.534286,-0.121991
22446322,"Slug and Lettuce Canary Wharf ","London","30 S Colonnade, London, Canary Wharf E14 5EP",,51.504333,-0.020542
22529932,"Vibrant Media, 3rd Floor","London","140 Aldersgate Street",,51.519764,-0.09727
22531792,"Startup Institute Hub","London","4 Crown Place, EC2A 4BT",,51.52076,-0.083124
22576462,"The Britannia Pub, 1 Allen Street","London","Kensington,  W8 6UX",,51.497108,-0.194733
22693272,"HAYS, 107 Cheapside","London","EC2V 6DN",,51.514294,-0.093599
22761012,"The Studio - Dominion Theatre","London","268-269 Tottenham Court Rd W1T 7AQ",,51.516972,-0.129679
22843572,"etc. venues victoria","London","1 Drummond Gate",,51.489265,-0.13193
22879642,"The Watershed, ","Bristol, BS1 5TX","1 Canon's Rd, ",,51.45163,-2.598225
22947432,"Trifork/OpenCredo Offices","London","5-11 Lavington Street, London, SE1 0NZ, UK",,51.505302,-0.100214
23073402,"The Ministry Of Startups","London"," 4 Elder Street, E1 6BT",,51.521366,-0.076698
23106062,"Box.com EMEA HQ ","London","64 North Row, W1K 7LL - Entrance behind the Primark building",,51.512997,-0.156467
23129722,"St. Pancras Renaissance Hotel","London"," Euston Rd, NW1 2AR",,51.529812,-0.126255
23258762,"Campus london","London","4-5 BONHILL STREET LONDON EC2A 4BX",,51.522579,-0.085512
23282962,"Skills Matter","London","116-120 Goswell Road, EC1V 7DP",,51.524509,-0.098982
23303702,"Finch Bar","London","12A Finsbury Square London EC2A 1AN",,51.521767,-0.087464
23416352,"Skyline Bar at CCT Venues Plus","London E14 5NR","32nd Floor, 40 Bank Street ",,51.502563,-0.019379
23419572,"The Boardroom, Impact Hub Kings Cross","London","34b York Way, King's Cross",,51.532421,-0.122426
23420552,"Creation Technology Solutions","Chiswick","Unit G.03B, Barley Mow Centre 10 Barley Mow Passage",,51.4918,-0.2618
23471296,"Lyst HQ","London","48 Hoxton Square London N1 6PB, London, gb",,51.527145,-0.081472
23473184,"The Craft Beer Co.","London","55 White Lion Street, London, N1 9PP",,51.532845,-0.110227
23473236," Bloomberg building in Finsbury Square ","London","City Gate House",,51.540504,-0.084103
23477625,"IT Training Room Hire","London, SE1 8NJ","202 Blackfriars Road, Southwark",,51.504452,-0.104227
23484303,"The Camel and Artichoke, ","SE1 7AE","121 Lower Marsh ",,51.500557,-0.113753
23490319,"Launch22 ","London","31a Corsham Street, N1 6DR",,51.527782,-0.086894
23492022,"DigitasLBi, 146 Brick Lane","London","E1 6RU",,51.521732,-0.071522
23501835,"citizenM","London","20 Lavington Street, SE1 0NZ",,51.505302,-0.100214
23502771,"BrewDog Shepherd's Bush","London","15-19 Goldhawk Road, London W12 8QQ",,51.502724,-0.224466
23508457,"Trifork/OpenCredo Offices","London","Europoint Centre, 5-11 Lavington Street, SE1 0NZ",,51.505302,-0.100214
23513670,"Makers Academy","London","2nd Floor 50-52 Commercial Street E1 6LT",,51.51747,-0.073302
23521472,"Trifork/OpenCredo Offices","London","EuroPoint House, 5-11 Lavington Street, SE1 0NZ, London",,51.505302,-0.100214
23523091,"etc venues","London","155 Bishopsgate",,51.515419,-0.082425
23524229,"Simply Business","London EC2A 1AE","1 Finsbury Square",,51.520718,-0.087609
23530706,"The Hoxton Seven","London","66 Great Eastern Street",,51.525295,-0.082037
23532451,"Couchbase London ","London"," 11-21 Paul Street [2nd floor] EC2A4JU",,51.523125,-0.084682
23572184,"3rd Floor of Google Campus London","London","4-5 Bonhill St, Shoreditch EC2A 4BX",,51.522579,-0.085512
23577668,"133 Great Suffolk Street","London","SE1 1PP",,51.500481,-0.096899
23581199,"Prospect Of Whitby","London","57 Wapping Wall",,51.50663,-0.052752
23583201,"All Bar One","E14 5EH","Mackenzie Walk/Reuters Plaza, Canary Wharf",,51.504333,-0.020541
23585313,"Badoo Tech","London","Ground Floor, Medius House, 2 Sheraton Street, London, W1F 8BH",,51.515079,-0.135132
23588000,"Brixton Impact Hub","London","Lambeth Town Hall, Brixton Hill, SW2 1RW",,51.46067,-0.116967
23591845,"Mozilla Paris","Paris","16 Bis Boulevard Montmartre",,48.871834,2.341002
23595320,"AHL","London","AHL Riverbank House, 2 Swan Lane, EC4R 3AD",,51.509415,-0.088917
23595320,"AHL","London","AHL Riverbank House, 2 Swan Lane, EC4R 3AD",,51.50974,-0.088582
23595321,"AHL","London","AHL Riverbank House, 2 Swan Lane, EC4R 3AD",,51.509415,-0.088917
23599622,"Stack Overflow","London","2nd Floor, Bentima House, 168-172 Old Street, EC1V 9BP",,51.525036,-0.090498
23600043,"14 Palmers Road","London","E2 OSY",,51.526691,-0.06257
23604588,"Citigroup Centre","London E14 5LB","33 Canada Square",,51.50415,-0.018272
23607036,"8 Warner Yard","London","Clerkenwell",,51.50642,-0.12721
23615441,"The Atrium, Lloyds Banking Group ","London","48 Chiswell Street, EC1Y 4XX",,51.521313,-0.092124
23618541,"The Cross Keys Leeds","Leeds","107 Water Lane, LS11 5WD",,53.79166,-1.552561
23629317,"Online Virtual","London","Any Global Location",,51.481918,-0.113512
23638306,"TechHub Riga","Riga","Kalku Str. 12",,56.986511,24.002661
23643000,"Skills Matter","London","116-120 Goswell Road",,51.52449,-0.099247
23643235,"WeWork SouthBank","London","22 Upper Ground",,51.507912,-0.107195
23649549,"ThoughtWorks London","London","First Floor, 76 Wardour Street, W1F 0UR",,51.513191,-0.133494
23650881,"Edelman","London","Southside 105 Victoria St, SW1E 6QT",,51.497032,-0.136921
23653618,"The Hoxton Holborn","London","199 - 206 High Holborn London, WC1V 7BD",,51.517048,-0.12257
23665066,"The Bull, 100 Upper Street,","London","London, N1 0NP",,51.537239,-0.103355
23669935,"Facebook London","London","10 Brock Street, NW1 3FG",,51.525608,-0.139647
23677264,"Radisson Blu Edwardian at Bloomsbury St Hotel  ","London","9-13 Bloomsbury Street,  WC1B 3QD",,51.517406,-0.127614
23687413,"St Albans District Council Chamber","St Albans","Civic Centre, Saint Peter's Street",,51.754112,-0.336952
23690384,"Cititec","London","50 Featherstone Street, EC1Y 8RT",,51.52486,-0.089683
23695102,"Launch 22","London","31 A, Corsham Street, N1 6DR",,51.527782,-0.086894
23702745,"RADA - Room B25 (4th Floor) ","London","62-64 Gower Street, WC1E 6ED",,51.521748,-0.131544
23705351,"University College London, G29, Anatomy Building","London","Gower Street, WC1E 6BT",,51.52478,-0.133438
23705488,"Furtherfield Commons","London","Finsbury Gate, Finsbury Park",,51.540501,-0.084044
23705659,"Sheraton New York Times Square Hotel","New York","811 7th Avenue 53rd St",,40.710148,-74.006577
23708432,"The Mermaid","AL1 3RL","98 Hatfield Road, St Albans",,51.75359,-0.332361
23712496,"IDEA London","London","69 Wilson St","EC2A 2BB",51.522045,-0.084545
23719896,"BlackRock, 12 Throgmorton Avenue","London","EC2N 2DL",,51.516258,-0.086556
23725743,"thetrainline","London","50 Farringdon Rd",,51.525379,-0.111124
23742358,"Christopher Ingold XLG1 Chemistry LT, Chemistry Building","London","Gordon Street",,51.525433,-0.132785
23748554,"WeWork Soho","London","2 Sheraton Street, London, W1F 8BH",,51.515079,-0.135132
23761931,"Appirio","London","23 Hanover Square, London. W1S 1JB",,51.513317,-0.144341
23762757,"Grant Thornton Office","St Albans","Churchill House 26-30 Upper Marlborough Road St Albans AL1 3UU",,51.753258,-0.333649
23778274,"Urban Innovation Centre","London","One Sekforde St London EC1R 0BE",,51.523998,-0.104827
23803223,"Greenhouse London, ","London","49 Green Lanes,  N16 9BU",,51.553261,-0.088263
23812834,"notonthehighstreet.com","London","63 Kew Road, Richmond, Surrey TW9 2NQ, London",,51.464725,-0.301008
23813392,"eBay Office","London","247 Tottenham Ct Rd, Fitzrovia, London W1T 7QX",,51.51801,-0.131651
23815217,"Bilderberg Garden Hotel","Amsterdam","Dijsselhofplantsoen 7, 1077 BJ",,52.351181,4.874
23815333,"The Cat and the Canary ","London","Canary Wharf ",,51.504662,-0.01704
23815374,"Campus London, a Google space","Greater London","4-5 Bonhill Street London EC2A 4BX",,51.522579,-0.085512
23816290,"Rising Sun, 44 / 46 EBURY BRIDGE Road","London","PIMLICO, LONDON, SW1W 8PZ",,51.490116,-0.150412
23821018,"Level 24, ","E14 5AB","One Canada Square, Canary Wharf, London",,51.504963,-0.019462
23828433,"Connect39 meeting room","London","Level39, One Canada Square, Canary Wharf",,51.504555,-0.01929
23831953,"Dice FM","London","62 Shoreditch High St, London, UK",,51.524502,-0.077232
23841090,"10th Floor, Central Saint Giles","WC2H 8AG"," 1 Saint Giles High Street",,51.516113,-0.127293
23841785,"The Brewery","London","52 Chiswell Street London EC1Y 4SD",,51.52293,-0.091344
23842367,"King","London","10th Floor Central Saint Giles 1 Saint Giles High Street, WC2H 8AG ",,51.516113,-0.127293
23850047,"110 Southwark St.","London","Tableau (11th floor)",,51.50642,-0.12721
23850907,"The London Escalator","London","69-89 Mile End Road, Whitechapel, E1 4TT",,51.520901,-0.052804
23851173,"UCL, Rooms 130, 132 & 233","London","Foster Court, off Malet Place, WC1E 7JE",,51.522984,-0.132229
23871524,"coLenguando","Madrid","c/ Encomienda 21",,40.410542,-3.706286
23876917,"ThoughtWorks Ltd.  First Floor ","London","76-78 Wardour Street  London, W1F 0UR",,51.513191,-0.133494
23876920,"ThoughtWorks Ltd. ","London","First Floor  76-78 Wardour Street, W1F 0UR ",,51.513191,-0.133494
23880386,"Skills Matter CodeNode","London","10 South Place",,51.51889,-0.086563
23894699,"BOUNCE - The Home of Ping Pong","London","121 Holborn EC1N 2TD, London",,51.518078,-0.108532
23902252,"One Cabot Square","London","London, E14 4QJ",,51.506031,-0.023523
23902476,"CloudSherpas","London","182-194 Union Street, SE1 0LH",,51.503883,-0.100388
23905297,"WebGL: The Future Of The Web","London","20 Rosebery Avenue, Clerkenwell, EC1R 4SX, London",,0,0
23908225,"Keynote Theatre, Olympia Grand","London, W14 0BA","Hammersmith Rd",,51.495739,-0.2098
23909910,"Campus London (Google)","London","4-5 Bonhill Street, London, EC2A 4BX",,51.522579,-0.085512
23911143,"Skillsmatter (CodeNode)","London","CodeNode, 10 South Place, London, EC2M 2RB, GB ",,51.519547,-0.087081
23922669,"Wework","London","9 Devonshire Square, London EC2M 4YD",,51.516914,-0.077274
23924878,"Media Village","London","131-151 Gt. Titchfield Street W1W 5BB  ",,51.521721,-0.142313
23924927,"WeWork Moorgate","London","1 Fore Street, EC2Y 5EJ",,51.51775,-0.090457
23926352,"Google UK Ltd 1 St Giles High St  WC2H 8AG ","London","1 St Giles High St  WC2H 8AG",,51.516113,-0.127293
23926531,"TY Old Street ","London","61-67 Old Street, EC1V 9HW ",,51.524242,-0.096441
23936196,"Autodesk Ltd","London","Ingeni Building, 15-17 Broadwick Street, W1F 0DE",,0,0
23937745,"Location to be confirmed","England","Central London",,51.50642,-0.12721
23948001,"Venntro London","London","Floor 7, 10 Southampton St, WC2E 7HA , London",,51.511208,-0.121844
23949123,"QEII Centre London","London","Broad Sanctuary  SW1P 3EE ",,51.50071,-0.129033
23960547,"MAE Wimbledon","London, SW19 7NB","Compton Road",,51.422451,-0.207989
23968496,"Code Node ","London","10 South Place EC2M 2RB",,51.519547,-0.087081
23972476,"Impact Hub King's Cross","London N1 9AB","34b York Way,  King's Cross",,51.532749,-0.122227
23980139,"Campus London","London ","4-5 Bonhill Row ",,51.52367,-0.090057
23982156,"Code Node","London","10 South Place EC2M 2RB",,51.519547,-0.087081
23989385,"The Inn of Court","EC1N 2LE","18 Holborn",,51.517719,-0.110291
23992696,"Skills Matter CodeNode, 10 South Place","London","London, EC2M 2RB, GB",,51.518543,-0.085987
23992696,"Skills Matter CodeNode, 10 South Place","London","London, EC2M 2RB, GB",,51.51857,-0.085997
23992696,"Skills Matter CodeNode, 10 South Place","London","London, EC2M 2RB, GB",,51.51955,-0.087081
23993324,"CVS Brent","London","5 Rutherford Way",,51.635139,-0.340183
24005917,"Skills Matter","London","10 South Place, EC2M 2RB",,51.519547,-0.087081
24008429,"Pitcher and Piano","London","28 – 31 Cornhill, London, EC3V 3ND",,51.513218,-0.08713
24011115,"Shakespeare’s Globe - The Balcony Room ","London","21 New Globe Walk, Bankside",,51.508335,-0.096337
24012881,"http://ibm.biz/codingchallenge ","Online","Online",,51.462582,-0.074071
24016418,"Kings Cross Skip Garden","London","Tapper Walk, Kings Cross,  N1C 4AQ",,51.538528,-0.124253
24020637,"Skills Matter at CodeNode","EC2M 2RB","10 South Place, London",,51.519547,-0.087081
24026273,"Lost My Name","London","38-50 Pritchards Rd. London, E29AP United Kingdom",,0,0
24037374,"Moonpig.com","London","30 Great Guildford Street London SE1 0HS",,51.504684,-0.09766
24047380,"Just-Eat Holding Limited","London","Floor 7, Fleet Place House, 2 Fleet Place, EC4M 7RF",,51.516418,-0.10321
24048960,"Balderton Capital","London","The Stables, 28 Britannia Street",,51.529861,-0.118402
24049333,"Skills Matter","London","CodeNode, 10 South Place, London, EC2M 2RB, GB ",,51.519547,-0.087081
24057995,"Newspeak House","London","133-135 Bethnal Green Road, E2 7DG",,51.525402,-0.071136
24068475,"IPEXPO","London","Royal Victoria Dock, 1 Western Gateway, London E16 1XL",,51.508171,0.027107
24074118,"Credit Suisse","London E14 4QJ","1-5 Cabot Square, Canary Wharf ",,51.505646,-0.017409
24074194,"Ground Floor, Ivor House","London","1-9 Acre Lane SW2 5BF",,51.460854,-0.117229
24076117,"Kawiarnia","Tarnów","Tarnow",,50.0121,20.98584
24079449,"Braintree Office (1st Floor)","London"," 247 Tottenham Court Road, London, W1T 7QX",,51.518276,-0.131746
24080640,"Founders and Coders","E2 0SY"," 14 Palmers Rd, London",,51.529533,-0.042295
24081608,"JUST EAT Technology","London"," Fleet Place House 2 A40 London EC4M 7RF",,51.514133,-0.104869
24090797,"The Trainline ","London","50 Farringdon Road",,51.520344,-0.105889
24093326,"The Montcalm Marble Arch Hotel","London","31 Great Cumberland Place London W1H 7TA",,51.515133,-0.160073
24095589,"Ustwo (TEA Building)","London",", 62 Shoreditch High St E1 6JJ",,51.524124,-0.077224
24095992,"MobileSuite Coworking Space ","Berlin","Pappelallee 79 10437 Berlin",,52.543121,13.414203
24096080,"Machines Room","London","45 Vyner Street","E2 9DJ",51.534794,-0.05373
24100504,"The Genome Analysis Centre","Norwich","Norwich Research Park",,52.624733,1.224503
24103838,"The Iron Yard","London, SE1 3ER","Studio 8.2, The Leathermarket, Weston St",,51.500652,-0.085317
24107042,"WeWork Moorgate","London","1 FORE STREET, EC2Y 9DT",,51.518002,-0.090888
24107105,"Skills Matter at CodeNode","London","10 South Place, EC2M 7EB",,51.518906,-0.086611
24107464,"Skills Matter","London","CodeNode, 10 South Place, London, EC2M 7EB, GB",,51.518562,-0.085991
24110100,"Goldman Sachs International, River Court","London","120 Fleet Street , EC4A 2QQ ",,51.514561,-0.105591
24113768,"Geovation","London"," 1 SEKFORDE STREET, CLERKENWELL GREEN, LONDON, EC1R 0BE",,51.522781,-0.105339
24130096,"UCL/BBC London Media Technology Campus","London","5th Floor, One Euston Square, 40 Melton Street, London NW1 2FD",,51.527336,-0.133582
24136269,"Pivotal Labs","London","4th floor, Bentima House, 168-172 Old Street, London, EC1V 9BP",,51.525154,-0.090522
24139670,"Kingsway Hotel","London","66 Great Queen St",,51.515862,-0.120097
24141931,"Interchange Triangle","London","The Stables Market, Camden Lock Road, NW1 8AH",,51.541409,-0.146597
24149803,"Microsoft London","London","4th Floor, 2 Waterhouse Square, EC1N 2ST",,51.518459,-0.110305
24151371,"Erlang Solutions Ltd","London","Back Church Lane E1 1LU",,51.512688,-0.067046
24151407,"NHow Hotel","Berlin","Stralauer Allee 3",,52.501106,13.450851
24155096,"Lever Building","London","85 Clerkenwell Road",,51.52257,-0.102973
24155180,"Salesforce.com UK","London","Salesforce Tower, 110 BISHOPSGATE, EC2",,51.507351,-0.127758
24164202,"British Gas Connected Homes","London","20 Rathbone Place, W1T 1HY",,51.517479,-0.133578
24164629,"EY","SE1 2AF","1 More London Riverside, London",,51.505146,-0.081748
24166110,"Mendix Office","London","3 More London",,51.504177,-0.079725
24166110,"Mendix Office","London","3 More London",,51.504177,-0.07973
24173553,"Canonical,","London"," 5th Floor, Blue Fin Bldg, 110 Southwark St, SE1 0SU",,51.506176,-0.100236
24181934,"Barclays","London","5 The North Colonnade, Canary Wharf, E14 4BB",,51.50592,-0.02173
24183005,"Birbeck University","WC1E 7JL","Clore Management Building, Torrington Square, Room 101",,51.522995,-0.130342
24185681,"Webinar Online - See link below","London","Webinar",,51.507351,-0.127758
24186084,"Thoughtworks  ","London","78 Wardour St, W1F",,51.513214,-0.133658
24190442,"Carwow Offices","London","Carwow  6th Floor  New Penderel House  283-288 High Holborn  London  WC1V 7HP",,51.518089,-0.115502
24196022,"Royal Festival Hall - Outside Le Pain Quotidien","SE1 8XX","Festival Walk",,51.505775,-0.116825
24200300,"WeWork Spitalfields","London","1 PRIMROSE STREET, LONDON, EC2A 2EX",,51.520279,-0.079775
24201479,"WeWork","London","1 Fore St, London EC2Y 5EJ",,51.518105,-0.090487
24202245,"STUDIO 7, 4th Floor, next to Look Mum No Hands","London","49-59 Old Street, EC1V 9HX, London",,51.524166,-0.096889
24203491,"Cloudreach","London","1 Waterhouse Square, 138 - 142 Holborn, EC1N 2ST",,51.518253,-0.110329
24203580,"Ovo Energy","Bristol BS1 6ED ","1 Rivergate",,51.451012,-2.583269
24207500,"Eligo Recruitment","London","Barry House, Worple Rd, Wimbledon SW19 4DH",,51.421135,-0.209581
24207510,"EIP, Fairfax House","London","15 Fulwood Place London WC1V 6HU",,51.518841,-0.113386
24214341,"Central Working - Whitechapel","London","83 - 89 Mile End Road, E1 4UJ",,51.521099,-0.051986
24214872,"CodeNode - 10 South Place","EC2M 7EB","London",,51.518562,-0.086245
24216070,"WeWork Aldgate","London","Aldgate Tower, 35 Whitechapel High St, E1 7PU",,51.514759,-0.072156
24217933,"Cruciform LT1, Cruciform Building, UCL","London","Gower Street, London, WC1E 6BT",,51.524284,-0.134608
24226932,"OpenTable","London","  Alphabeta Building  14-18 Finsbury Square  London, EC2A 1AH",,51.521854,-0.086316
24229237,"WeWork","London","9 Devonshire Square, London EC2M 4YD",,51.516838,-0.080202
24230712,"KPMG","London","15 Canada Square  E14 5GL London",,51.505238,-0.016579
24230734,"Google Campus","London","4-5 Bonhill Street  EC2A 4BX London",,51.522598,-0.085515
24230748,"WeWork","London","1 Fore Street  London, EC2Y 5EJ",,51.518105,-0.090487
24230757,"LAUNCH22","London","31A Corsham Street London N1 6DR GB",,51.527664,-0.087061
24230759,"Unruly HQ","London","42-46 Princelet St  E1 5LP London",,51.519646,-0.070661
24230783,"Google Campus, a Google Space","London","4-5 Bonhill Street London  EC2A 4BX London",,51.522598,-0.085515
24230827,"Launch22 ","London","31a Corsham Street London N1 6DR GB",,51.527664,-0.087061
24234006,"Forest Technologies","London","Woolyard, 52-56 Bermondsey Street, SE1 3UD",,51.501816,-0.082414
24234054,"Hotels.com","EC1V 4AB","Angel Building, 407 St John Street",,51.531151,-0.106025
24234083,"Apple Retail Store","WC2E 8HB","No. 1-7 The Piazza, Covent Garden, London",,51.512272,-0.123449
24234200,"ONLINE EVENT","ONLINE","http://bluemixconnectedlife.com/",,0,0
24238025,"Uber London, Aldgate Tower","London","1st Floor, 2 Leman Street, E1 8FA",,51.514862,-0.071774
24239985,"The Fox","London","28 Paul Street, Shoreditch, EC2A 4LB",,51.523903,-0.083815
24247524,"WeWork Spitalfields","EC2A 2EX","1 Primrose Street",,51.520279,-0.079775
24247632,"Online Webinar ","London","You Must Register to Gain Access to the Webinar",,51.507351,-0.127758
24248895,"Hewlett Packard Enterprise, 1 Aldermanbury Square","London","EC2V 7SB",,51.516785,-0.092935
24251891,"Lansons","London","24a St John Street, EC1M 4AY",,51.52039,-0.101476
24262504,"etc.venues Bonhill House ","London","EC2A 4BX ",,51.522572,-0.0855
24264800,"Google Campus","London","4-5 Bonhill Street London EC2A 4BX",,51.522598,-0.085515
24278227,"Online Webinar","London","You must Register to participate",,51.507351,-0.127758
24279884,"Rise London (previously London Escalator)","London","69-89 Mile End Road, E1 4TT",,51.520878,-0.052311
24293272,"Online Webinar","London","Online",,51.520531,-0.104458
24296539,"Sainsburys Technology Hub","London","33 Holborn, London, EC1N 2HT",,51.517307,-0.108527
24298751,"Online Webinar","London","Online",,51.520531,-0.104458
24300683,"Live Webcast","London","London",,51.507351,-0.127758
24303515,"Conference Call","London","London",,51.507351,-0.127758
24304962,"Markel","London","20 Fenchurch Street London EC3M 3AZ",,51.511093,-0.083468
24306591,"WeWork (Aldgate Tower)","London","35 Whitechapel High Street London E1 8EP",,51.514984,-0.072345
24307937,"Etc Venues - Prospero House","London","241 Borough High Street, SE1 1GA, London ",,51.50042,-0.094119
24310904," King's College London Waterloo campus","London","Stamford Street London SE1 9NH",,51.506222,-0.11007
24315540,"WeWork , Liverpool Street ","London","1 Primrose Street, EC2A 2EX. ",,51.520279,-0.079775
24315607,"Balls Brothers Carey Lane","London","5-6 Carey Ln, London EC2V 8AE",,51.515465,-0.096231
24323806,"Campus London","London EC2A 4BX","4-5 Bonhill Street",,51.522598,-0.085515
24330345,"Graph Aware","London","2nd floor, 133-135 Great Suffolk Street, London, SE1 1PP",,51.500259,-0.096437
24330457,"WeWork Studio","London"," 2 Sheraton Street, Soho, W1F 8BH",,51.514957,-0.134479
24332378,"Medical Sciences 31 A V Hill LT, Medical Sciences Building,","London","UCL, Malet Place, WC1E 6BT ",,51.524773,-0.133427
24334421,"38 - 40 Commercial Road, London, E1 1LN","London","1st Floor - MISTER DEE DEE building",,51.507351,-0.127758
24342602,"The Craft Beer Company","London","82 Leather Lane, Clerkenwell, London, EC1N 7TR",,51.521271,-0.109661
24349554,"BT Centre Showcase","London","81 Newgate St",,51.515594,-0.097853
24352651,"LT3, Tanaka Building","London","South Kensington Campus, SW7 2AZ",,51.500141,-0.176603
24358104,"Birbeck,University of London","London","43 Gordon Square, Room G01. WC1H 0PD",,51.524635,-0.13038
24361081,"WeWork Old Street","London","18-21 Corsham Street, London  N1 6DR",,51.527657,-0.086574
24363357,"CompareTheMarket.com","London","Sixth Floor, Albert House,  Singer Street, EC2A 4BQ",,51.525894,-0.085188
24363713,"Slalom","London","2 London Bridge, 2nd Floor East, SE1 9RA",,51.50663,-0.088758
24372716,"To be confirmed","London","Central London",,51.507603,-0.127816
24375051,"M&S Digital Technology Hub","London","10 Eastbourne Terrace, Paddington Basin, London, W2 6LG",,51.51675,-0.179228
24375229,"Byron","WC1V 6JQ","114 High Holborn",,51.517799,-0.119848
24382296,"Microsoft","London","2 Kingdom Street Paddington Central London,  W2 6BD",,51.519028,-0.181703
24385630,"Birkbeck College","London","Room 414 Malet Street Torrington Square WC1E 7HX",,51.522526,-0.130085
24389085,"M06B (서울특별시 성동구 왕십리로 2길 20, 카우앤독 2층 M06B)","Seoul","Cow & Dog 2F, 2Gil 20, Wangsipri-ro, Seongdong-gu",,0,0
24392417,"Shack 15 London - ","London","67-71 Shoreditch High St, London E1 6JJ",,51.524559,-0.077008
24392460,"Finsbury Square, London","London","EC2A 1RR",,51.521126,-0.086858
24396542,"St. Paul's","London","200 Aldersgate Conference Centre St. Paul's, London EC1A 4HD",,51.517517,-0.097762
24398983,"King, The Ampersand Building","London","178 Wardour Street, W1F 8FY",,51.515526,-0.135311
24399642,"The Wellington ","London","351 The Strand",,51.511429,-0.119533
24401709,"Onfido","London"," 40 Long Acre, Covent Garden, WC2E 9LG ",,51.512913,-0.124242
24403746,"The Brewery","London","52 Chiswell Street, EC1Y 4SD",,51.520802,-0.091355
24406006,"Boyle, Darwin & Fleming rooms, IBM Client Centre, 76/78 Upper Ground, South Bank","London","SE1 9PZ",,51.507462,-0.11262
24408125,"Impact Hub Kings Cross","N1 9AB","34b York Way, London",,51.53257,-0.122261
24421039,"Grind ","NY 10007","2nd Floor, 140 West St / Vesey",,40.713799,-74.013931
24421151,"Sainsburys","London","33 Holborn, London, EC1N 2HT",,51.51753,-0.108834
3134461,"Queen Mary University","London, E1 4NS","Room 1.13 in the Francis Bancroft Building",,51.522949,-0.040855
332342,"Theodore Bullfrog","London","28 John Adam Street","WC2N 6HL",51.509033,-0.123241
3354222,"London Hackspace","London","E2 8HD",,51.530537,-0.076169
3425742,"Club Workspace Clerkenwell Workshops  EC1R 0AT London United Kingdom","London","27/31 Clerkenwell Close ",,51.524548,-0.10642
362539,"The Apostle","London","34 Ludgate Hill","EC4M 7DE",51.513851,-0.101582
3628292,"Oracle Corporation","London","One South Place London EC2M 2RB",,51.519234,-0.087501
3687512,"Sourcesense's office","London","Room 23, London Fruit and Wool Exchange, 56 Brushfield Street",,51.518925,-0.078949
3742282,"Queen Mary University","London E1 4NS","Room 115, Bancroft Building",,51.525166,-0.049134
3743242,"Queen Elizabeth II Conference Centre","London","Broad Sanctuary, Westminster, London, SW1P 3EE",,51.50008,-0.127838
379978,"The Old Crown Public House (second/top floor)","London","33 New Oxford Street","WC1A 1BH",51.517097,-0.125057
3929882,"The Hub Westminster","London","First floor, New Zealand House, 80 Haymarket, SW1Y 4TE",,51.507904,-0.131782
3971092,"JAX London - 239 Vauxhall Bridge Road","SW1V 1EQ","London",,51.494156,-0.141506
4018872,"The Slug and Lettuce ","London","County Hall, Waterloo",,51.501949,-0.11669
